iter	Logloss
169	0.3785688716
170	0.3780708547
171	0.3779401409
172	0.3778051833
173	0.3775244091
174	0.3774001233
175	0.3769848907
176	0.3768237529
177	0.3763912646
178	0.3759919773
179	0.3757106414
180	0.3754158566
181	0.3751057506
182	0.3748672579
183	0.3746955731
184	0.3745177099
185	0.3743052102
186	0.3741498764
187	0.3738945647
188	0.3733932402
189	0.3728735052
190	0.3726615672
191	0.3722997872
192	0.3718912012
193	0.3715889898
194	0.3714275711
195	0.3711006773
196	0.3707809604
197	0.3702842541
198	0.3701445223
199	0.3697065108
200	0.3694168746
201	0.3691854964
202	0.3689370809
203	0.3687015838
204	0.3681424069
205	0.3677270183
206	0.3674751391
207	0.3671599468
208	0.3669126858
209	0.366770364
210	0.3666125339
211	0.3663433052
212	0.366077977
213	0.3657536107
214	0.3655089396
215	0.3651430719
216	0.3650432189
217	0.3647906532
218	0.3644215714
219	0.3643302683
220	0.36396231
221	0.363785695
222	0.3634134304
223	0.3629927372
224	0.3627333378
225	0.3624719725
226	0.3621071658
227	0.3620045668
228	0.3615698941
229	0.3612670586
230	0.3608564755
231	0.3604543487
232	0.3602737708
233	0.3601479248
234	0.3598779472
235	0.3597080098
236	0.3593606773
237	0.3591330749
238	0.3589745894
239	0.3587460508
240	0.3586550285
241	0.3584842175
242	0.3581379771
243	0.3578584823
244	0.3575671611
245	0.3572757776
246	0.3571694965
247	0.3569450768
248	0.3566276691
249	0.3563758522
250	0.3560115136
251	0.3558026959
252	0.3554943373
253	0.3551367387
254	0.3548206727
255	0.3547272789
256	0.3544062515
257	0.3541327166
258	0.3539828435
259	0.3536426256
260	0.3534394247
261	0.3531430172
262	0.35288212
263	0.3525673334
264	0.3521747238
265	0.3518866791
266	0.3516058737
267	0.3513946221
268	0.3511645233
269	0.3510189563
270	0.3508291108
271	0.3505990432
272	0.3504602475
273	0.3500628325
274	0.3499660375
275	0.3497941967
276	0.3496348687
277	0.3493286632
278	0.349121281
279	0.348854143
280	0.3484988846
281	0.3481480261
282	0.3480086999
283	0.3479114369
284	0.3477489261
285	0.3475500938
286	0.3473612779
287	0.3472193306
288	0.3469620219
289	0.3466856787
290	0.3463144751
291	0.3461097764
292	0.3459281063
293	0.3456930149
294	0.3453581328
295	0.3452345647
296	0.3451169878
297	0.3449022726
298	0.3447150482
299	0.3446111387
300	0.3444722181
301	0.3441386779
302	0.3439186892
303	0.343711307
304	0.3435023645
305	0.3433621958
306	0.3431585581
307	0.3428555042
308	0.3426936487
309	0.3422244331
310	0.3419604467
311	0.34169412
312	0.3414666111
313	0.3412847538
314	0.3410182711
315	0.3409529298
316	0.3408484586
317	0.3406799254
318	0.3403970605
319	0.3400099117
320	0.3397579388
321	0.3395394791
322	0.3394008395
323	0.3392592354
324	0.3390361263
325	0.3388229401
326	0.3386621456
327	0.338491865
328	0.3384085813
329	0.3383347837
330	0.3382172692
331	0.3381748941
332	0.3378335216
333	0.3377142596
334	0.3374218775
335	0.3372618006
336	0.3369703858
337	0.3367906816
338	0.3366238647
339	0.3362901684
340	0.3360647502
341	0.3359554735
342	0.3358108739
343	0.3357433795
344	0.3355500079
345	0.3353401293
346	0.3351677893
347	0.3350104896
348	0.3347888159
349	0.3345912941
350	0.3343362321
351	0.3339673064
352	0.3338901075
353	0.3337665706
354	0.333721824
355	0.3335853062
356	0.3333040639
357	0.3329633155
358	0.3327609259
359	0.3325350709
360	0.3324506951
361	0.3322887772
362	0.3321869583
363	0.3317302868
364	0.3315263682
365	0.3312263723
366	0.3311116661
367	0.3308847501
368	0.3308378816
369	0.3306678819
370	0.3303575262
371	0.3300039217
372	0.3298243423
373	0.3297681438
374	0.329347825
375	0.329212805
376	0.3290102594
377	0.3288262802
378	0.3286685124
379	0.328497795
380	0.32826598
381	0.328112924
382	0.3278617001
383	0.3277453401
384	0.3274521467
385	0.3274040612
386	0.3273109171
387	0.3271174831
388	0.3270753576
389	0.3270297996
390	0.3269360626
391	0.3266588145
392	0.3263423116
393	0.3261822972
394	0.325992514
395	0.3257596069
396	0.3255764078
397	0.3254211675
398	0.3253594771
399	0.3252188716
400	0.3249265207
401	0.3247402324
402	0.3246290523
403	0.3244164278
404	0.3243483717
405	0.3242086399
406	0.3239336696
407	0.3235203406
408	0.3232424371
409	0.3229824136
410	0.3228265181
411	0.3225807237
412	0.322455533
413	0.3222389767
414	0.3220133089
415	0.321846492
416	0.3217585589
417	0.3216035371
418	0.3214524782
419	0.3213734383
420	0.3210423631
421	0.3207038926
422	0.3205226282
423	0.3203662646
424	0.3202712794
425	0.3200418359
426	0.3199911605
427	0.3198655329
428	0.3197433378
429	0.3196169613
430	0.3195058124
431	0.3192660404
432	0.3191618188
433	0.318957557
434	0.3186003952
435	0.3185049732
436	0.3183359407
437	0.3181283401
438	0.3179652052
439	0.3177126707
440	0.3176736344
441	0.3175786492
442	0.3172417389
443	0.3171264087
444	0.3168120901
445	0.3167564845
446	0.3166316682
447	0.3163235592
448	0.3161720947
449	0.3160432219
450	0.3158965316
451	0.3157013813
452	0.3154089992
453	0.315243368
454	0.3151225147
455	0.3149926745
456	0.3147834825
457	0.3145791582
458	0.3145408396
459	0.3144873871
460	0.3140548363
461	0.3138138785
462	0.3136449396
463	0.3135048334
464	0.3134278217
465	0.3133444133
466	0.3130487547
467	0.3128161908
468	0.3126541481
469	0.312437155
470	0.3123286897
471	0.3119810452
472	0.3118843437
473	0.3115911503
474	0.3114563488
475	0.3113613324
476	0.311100872
477	0.3109774911
478	0.310890931
479	0.3107548813
480	0.3106219208
481	0.3105167943
482	0.3102579565
483	0.3100998767
484	0.3098942419
485	0.3097988199
486	0.3097703306
487	0.3095310578
488	0.3094247455
489	0.309245915
490	0.309123283
491	0.3088950565
492	0.3086306644
493	0.3084389778
494	0.3082453878
495	0.3081115847
496	0.3078539328
497	0.3077281804
498	0.3074692802
499	0.3073136967
500	0.3071699708
501	0.3070986383
502	0.3069526033
503	0.3068654815
504	0.3067497456
505	0.3065269174
506	0.3063333273
507	0.3060095851
508	0.3059347266
509	0.305819958
510	0.3055569077
511	0.3054522181
512	0.3053815721
513	0.3051935676
514	0.3049477419
515	0.3048645831
516	0.3047344621
517	0.3045809693
518	0.3043591708
519	0.3040849183
520	0.3039659371
521	0.3037742818
522	0.3036777364
523	0.3035375053
524	0.3034422705
525	0.3032844403
526	0.3031848369
527	0.3031031135
528	0.3028138206
529	0.3025606932
530	0.3024098839
531	0.3022612277
532	0.3021257709
533	0.3019177021
534	0.3018313293
535	0.301730665
536	0.3015113004
537	0.3012998304
538	0.3011111706
539	0.3008368556
540	0.3006923184
541	0.3005180749
542	0.3004146022
543	0.3003646133
544	0.3002038187
545	0.300103404
546	0.2998317726
547	0.2997889606
548	0.2997352272
549	0.2995272833
550	0.2993853984
551	0.2992335282
552	0.2990989139
553	0.298869408
554	0.2987829103
555	0.2984918388
556	0.2983420592
557	0.2982631129
558	0.2981522449
559	0.2979146571
560	0.2977658137
561	0.2975457626
562	0.297388931
563	0.2971865414
564	0.2970114866
565	0.2969669272
566	0.2967934638
567	0.2967061548
568	0.2965530364
569	0.2963894023
570	0.2962234903
571	0.2961401754
572	0.2960016294
573	0.295957382
574	0.2958409596
575	0.2956761709
576	0.2954798037
577	0.2954016063
578	0.295359044
579	0.2952479263
580	0.2951674822
581	0.2950991141
582	0.2950349273
583	0.2948898284
584	0.2947229803
585	0.2945242416
586	0.2943913434
587	0.2943341152
588	0.2941958188
589	0.2939834751
590	0.29379753
591	0.2936325541
592	0.293556229
593	0.2934545349
594	0.2933231658
595	0.2931479238
596	0.29304857
597	0.2929151726
598	0.2928048038
599	0.2926884439
600	0.2925422528
601	0.2924427742
602	0.2923914123
603	0.2921832188
604	0.2920624279
605	0.2919290929
606	0.2918583845
607	0.2916974963
608	0.291502346
609	0.2914029923
610	0.2912733394
611	0.291167464
612	0.2911114839
613	0.291024487
614	0.2909045073
615	0.2907915798
616	0.2906862349
617	0.2905271877
618	0.2902810812
619	0.2901661879
620	0.2901383226
621	0.2899224841
622	0.2897290813
623	0.2895651975
624	0.2893902987
625	0.2893358164
626	0.2891700916
627	0.2890741703
628	0.2888749636
629	0.288760195
630	0.2886024584
631	0.2883527947
632	0.2881913448
633	0.288042127
634	0.2879053284
635	0.2877199138
636	0.2874783943
637	0.2873503952
638	0.2872176531
639	0.287146383
640	0.2869831233
641	0.2867478759
642	0.2866549814
643	0.2864336509
644	0.2863271202
645	0.2861952206
646	0.285975856
647	0.2857903167
648	0.285624311
649	0.2855107594
650	0.2854047592
651	0.2853235038
652	0.2852086104
653	0.2850564906
654	0.2848912026
655	0.2847374914
656	0.2846245015
657	0.2844695421
658	0.2843399516
659	0.2841417434
660	0.2840370849
661	0.2839634121
662	0.2838925477
663	0.2838472394
664	0.2837618026
665	0.2836910942
666	0.2836120855
667	0.2834618067
668	0.2833968399
669	0.2833721886
670	0.2832835379
671	0.2831006508
672	0.282885842
673	0.2828071766
674	0.2826897245
675	0.2826223861
676	0.2825645026
677	0.2824596569
678	0.2823311585
679	0.2821962009
680	0.2821421867
681	0.2820342518
682	0.28198963
683	0.2819179543
684	0.2817023654
685	0.2815942121
686	0.2813746603
687	0.281271562
688	0.2811601947
689	0.2810738842
690	0.2808440663
691	0.280735913
692	0.2806269796
693	0.2804628462
694	0.2803790633
695	0.2803611833
696	0.2803138156
697	0.2802361174
698	0.2801695904
699	0.2800473952
700	0.2799649541
701	0.2798873184
702	0.2798407619
703	0.2796697636
704	0.279586792
705	0.2794593858
706	0.2793867427
707	0.2792755938
708	0.2791871303
709	0.2789706677
710	0.2789455796
711	0.2788820169
712	0.2788030082
713	0.2787077422
714	0.2786114465
715	0.2785121551
716	0.2783495195
717	0.2782042334
718	0.2780537674
719	0.2779724496
720	0.2777681877
721	0.277582898
722	0.277466538
723	0.2773690877
724	0.2772902038
725	0.2771994312
726	0.2770700591
727	0.2768661093
728	0.2767111187
729	0.2765418679
730	0.2764223251
731	0.2763087735
732	0.2761133736
733	0.2758759107
734	0.275787884
735	0.2757360852
736	0.2756870636
737	0.2756184771
738	0.2754269465
739	0.2752719247
740	0.2750675693
741	0.2750265359
742	0.2748730119
743	0.2747532507
744	0.2746666594
745	0.2745840623
746	0.2744764082
747	0.2743358651
748	0.2742144189
749	0.2740412987
750	0.2739912162
751	0.2739082134
752	0.2737528483
753	0.2737262
754	0.2736250989
755	0.2735521437
756	0.2735192547
757	0.2734389978
758	0.2733502222
759	0.2733291595
760	0.2732889062
761	0.273211957
762	0.2731441818
763	0.2730320968
764	0.2729017262
765	0.2727328497
766	0.2726734372
767	0.2726471634
768	0.2725299609
769	0.2723826777
770	0.2723064774
771	0.2722651632
772	0.2721023716
773	0.2719682253
774	0.2718974544
775	0.2718767037
776	0.2717838404
777	0.271711291
778	0.2715874732
779	0.2715078405
780	0.2714419687
781	0.2713724772
782	0.2712804564
783	0.2712344304
784	0.2711659687
785	0.2709940031
786	0.270897052
787	0.2707991961
788	0.2705399215
789	0.2704411606
790	0.2703876456
791	0.2703606541
792	0.2702140886
793	0.2701398853
794	0.2700819394
795	0.2700235566
796	0.2700036796
797	0.2699169011
798	0.2698815469
799	0.2698277823
800	0.2697371344
801	0.2696571272
802	0.269579117
803	0.2694564851
804	0.2692927885
805	0.2691915313
806	0.2691543673
807	0.2691195123
808	0.2690519867
809	0.2689688903
810	0.2689205864
811	0.2688224496
812	0.268756765
813	0.2686544781
814	0.2685161505
815	0.2683583203
816	0.2682907323
817	0.268170503
818	0.2680089284
819	0.2678789322
820	0.2677537103
821	0.2676649347
822	0.2675954745
823	0.267562835
824	0.2674996156
825	0.2674133675
826	0.2673744873
827	0.2672540396
828	0.267212975
829	0.2671007652
830	0.2669880249
831	0.2668699175
832	0.2667050976
833	0.2666177262
834	0.2665194334
835	0.2664416729
836	0.266316919
837	0.2662702377
838	0.2661226737
839	0.2660304657
840	0.2659865303
841	0.2659356677
842	0.2658870518
843	0.2657588655
844	0.265726226
845	0.2656430047
846	0.265522401
847	0.2654185539
848	0.2652342939
849	0.2651795307
850	0.2650870419
851	0.2649587307
852	0.2649000047
853	0.2648442118
854	0.2648170331
855	0.2647348728
856	0.2646836357
857	0.2646043462
858	0.2645581641
859	0.2645103283
860	0.2644639903
861	0.2644245171
862	0.2643579588
863	0.264224499
864	0.2640961567
865	0.2639349253
866	0.2638484276
867	0.2637782185
868	0.2635980462
869	0.2635327673
870	0.2634387182
871	0.2633642653
872	0.2633210789
873	0.2632637882
874	0.263151984
875	0.2630363418
876	0.263010848
877	0.2629944971
878	0.2629151452
879	0.262843563
880	0.2627876141
881	0.2626547472
882	0.2625937121
883	0.2624851531
884	0.2624363811
885	0.2622328058
886	0.2621370405
887	0.2621029969
888	0.2619584284
889	0.2617979147
890	0.2617373476
891	0.2616657499
892	0.2615261897
893	0.2614702252
894	0.2613737578
895	0.2612668683
896	0.2612211387
897	0.2611380735
898	0.2610381113
899	0.2609293183
900	0.2608802031
901	0.2608079345
902	0.2605995381
903	0.2605849346
904	0.2604730368
905	0.260416027
906	0.2603682067
907	0.2602228894
908	0.2600597233
909	0.2599596519
910	0.2597758287
911	0.2596311199
912	0.2595077234
913	0.2593502208
914	0.2592488232
915	0.2592273548
916	0.2591817501
917	0.2590840346
918	0.2590417842
919	0.2589543817
920	0.2588436384
921	0.2588033852
922	0.2587243453
923	0.2585711177
924	0.2585555937
925	0.258513749
926	0.2584569576
927	0.2583275855
928	0.2582594983
929	0.2581998673
930	0.258122762
931	0.2579708762
932	0.2579050201
933	0.2577853525
934	0.257617459
935	0.2575633199
936	0.2574904896
937	0.2573935854
938	0.2572747603
939	0.2571786518
940	0.2570595146
941	0.2569951407
942	0.2569278335
943	0.2569112017
944	0.2567973849
945	0.2567261304
946	0.2566466068
947	0.2566258717
948	0.2565317915
949	0.2563987685
950	0.2563296359
951	0.2562908648
952	0.2562452289
953	0.2561053255
954	0.2560137727
955	0.2559583543
956	0.2558738537
957	0.2557291604
958	0.255655316
959	0.2554968149
960	0.2554427851
961	0.2553534947
962	0.2552709599
963	0.2552084894
964	0.2550788989
965	0.2549596837
966	0.2549201326
967	0.254843589
968	0.25481744
969	0.2547618343
970	0.2546596098
971	0.254543047
972	0.2544990025
973	0.2543135723
974	0.2542493855
975	0.2540750016
976	0.2539633222
977	0.2538666676
978	0.2537552847
979	0.2536519681
980	0.2535814313
981	0.2535411624
982	0.2534500153
983	0.253401103
984	0.2533411599
985	0.2532738372
986	0.2531505811
987	0.253008509
988	0.2529730924
989	0.2528716167
990	0.2527991453
991	0.2527462232
992	0.2527047062
993	0.2526836746
994	0.2525827139
995	0.2525507141
996	0.2524597542
997	0.2523856134
998	0.2522555548
999	0.2521797601
